"ML Catalog Number","Common Name","Recordist","Year","Month","Day","Country State County","Locality","Loc ID","Behaviors","Taxon Category","source","genus","family","Orginal.Scientific.Name","Scientific.Name","file_url","species_ebird_url","sound.files"
65856,"Papuan Scrubwren","Scott  Connop",1993,10,2,"PG-CPM","Ambua Lodge; The Gap",NA,"Song","Species","not publication cut","Sericornis","Acanthizidae","Sericornis papuensis","Sericornis papuensis","https://macaulaylibrary.org/asset/65856","https://ebird.org/species/papscr1","Sericornis_papuensis-ML65856.wav"
21233,"Buff-faced Scrubwren","Dale A. Zimmerman",1979,8,15,"PG-WHM","Mt. Hagen",NA,"Song","Species","not publication cut","Sericornis","Acanthizidae","Sericornis perspicillatus","Sericornis perspicillatus","https://macaulaylibrary.org/asset/21233","https://ebird.org/species/bufscr1","Sericornis_perspicillatus-ML21233.wav"
91318311,"Vogelkop Scrubwren","Kristof Zyskowski",2017,12,23,"ID-IJ-PB","Arfak Mtns--Syoubri to Garden House (1350-1800m)","L2519107","Call","Species","not publication cut","Sericornis","Acanthizidae","Sericornis rufescens","Sericornis rufescens","https://macaulaylibrary.org/asset/91318311","https://ebird.org/species/vogscr1","Sericornis_rufescens-ML91318311.wav"
79844,"Pale-billed Scrubwren","Andrew Mack",1996,6,18,"PG-GPK","7.0 km N of Wabo (So'obo Camp)",NA,"Song","Species","not publication cut","Sericornis","Acanthizidae","Sericornis spilodera","Sericornis spilodera","https://macaulaylibrary.org/asset/79844","https://ebird.org/species/pabscr1","Sericornis_spilodera-ML79844.wav"
23383,"Lowland Akalat","G. Stuart Keith",1971,3,4,"LR","Nimba",NA,NA,"Species","not publication cut","Sheppardia","Muscicapidae","Sheppardia cyornithopsis","Sheppardia cyornithopsis","https://macaulaylibrary.org/asset/23383","https://ebird.org/species/lowaka1","Sheppardia_cyornithopsis-ML23383.wav"
252121931,"Wallace's Fairywren","Nick Athanas",2007,7,2,"PG-CPM","Varirata National Park","L2398903","Song","Species","not publication cut","Sipodotus","Maluridae","Sipodotus wallacii","Sipodotus wallacii","https://macaulaylibrary.org/asset/252121931","https://ebird.org/species/walfai1","Sipodotus_wallacii-ML252121931.wav"
204000081,"Sulphur-billed Nuthatch","Desmond Allen",2003,3,1,"PH-NUV","Luzon (16.5836, 121.262)","L10601908","Call","Species","not publication cut","Sitta","Sittidae","Sitta oenochlamys","Sitta oenochlamys","https://macaulaylibrary.org/asset/204000081","https://ebird.org/species/subnut1","Sitta_oenochlamys-ML204000081.wav"
203895841,"Iriomote Tit","Josep del Hoyo",2016,3,29,"JP-47-40","Haeminaka","L10588233","Call","Species","not publication cut","Sittiparus","Paridae","Sittiparus olivaceus","Sittiparus olivaceus","https://macaulaylibrary.org/asset/203895841","https://ebird.org/species/vartit2","Sittiparus_olivaceus-ML203895841.wav"
281481,"Owston's Tit","Peter Boesman",2015,5,21,"JP-13-58","Tairo-Ike, Miyakejima","L11165727","Call","Species","not publication cut","Sittiparus","Paridae","Sittiparus owstoni","Sittiparus owstoni","https://macaulaylibrary.org/asset/281481","https://ebird.org/species/vartit4","Sittiparus_owstoni-ML281481.wav"
204021941,"White-fronted Tit","David Beadle",2004,2,26,"PH-BAN","Subic Bay","L921004","Song","Species","not publication cut","Sittiparus","Paridae","Sittiparus semilarvatus","Sittiparus semilarvatus","https://macaulaylibrary.org/asset/204021941","https://ebird.org/species/whftit2","Sittiparus_semilarvatus-ML204021941.wav"
527792801,"Grant's Bluebill","Rose Ann Rowlett",1990,7,29,"CD-SK","Irangi to Hombo area","L1083141","Call; Foraging or Eating","Species","not publication cut","Spermophaga","Estrildidae","Spermophaga poliogenys","Spermophaga poliogenys","https://macaulaylibrary.org/asset/527792801","https://ebird.org/species/grablu1","Spermophaga_poliogenys-ML527792801.wav"
315,"Philippine Serpent-Eagle","Ben F. King",1978,5,3,"PH-NCO","NORTH COTABATO; BARIO KIANDANG; MINDANAO",NA,NA,"Species","not publication cut","Spilornis","Accipitridae","Spilornis holospilus","Spilornis holospilus","https://macaulaylibrary.org/asset/315","https://ebird.org/species/phseag1","Spilornis_holospilus-ML315.wav"
400398111,"Nicobar Serpent-Eagle","Praveen J",2021,12,13,"IN-AN-NI","State Highway 2, Bananga, Andaman and Nicobar Islands, IN (6.956, 93.909)","L17090981",NA,"Species","not publication cut","Spilornis","Accipitridae","Spilornis klossi","Spilornis klossi","https://macaulaylibrary.org/asset/400398111","https://ebird.org/species/nicsee1","Spilornis_klossi-ML400398111.wav"
32927,"Sulawesi Serpent-Eagle","Arnoud B. van den Berg",1984,8,1,"ID-SL-ST","80.0 km SE of Palu; Lore Lindu National Park at dongidongi",NA,"Song","Species","not publication cut","Spilornis","Accipitridae","Spilornis rufipectus","Spilornis rufipectus","https://macaulaylibrary.org/asset/32927","https://ebird.org/species/suseag1","Spilornis_rufipectus-ML32927.wav"
509555701,"Rusty-crowned Babbler","Larry Chen",2022,8,19,"PH-AGS","Bislig lowlands--PICOP Road 4","L1479146","Call","Species","not publication cut","Sterrhoptilus","Zosteropidae","Sterrhoptilus capitalis","Sterrhoptilus capitalis","https://macaulaylibrary.org/asset/509555701","https://ebird.org/species/rucbab3","Sterrhoptilus_capitalis-ML509555701.wav"
204004631,"Golden-crowned Babbler","Desmond Allen",2007,3,26,"PH-CAG","Hamut Camp (17.5491, 121.946)","L10588574","Call","Species","not publication cut","Sterrhoptilus","Zosteropidae","Sterrhoptilus dennistouni","Sterrhoptilus dennistouni","https://macaulaylibrary.org/asset/204004631","https://ebird.org/species/gocbab1","Sterrhoptilus_dennistouni-ML204004631.wav"
521347961,"Black-crowned Babbler","Craig Robson",1994,4,11,"PH-BOH","Rajah Sikatuna National Park","L1106832",NA,"Species","not publication cut","Sterrhoptilus","Zosteropidae","Sterrhoptilus nigrocapitatus","Sterrhoptilus nigrocapitatus","https://macaulaylibrary.org/asset/521347961","https://ebird.org/species/blcbab3","Sterrhoptilus_nigrocapitatus-ML521347961.wav"
203903051,"Bare-eyed Myna","Josep del Hoyo",2017,3,20,"ID-MA-MU","Wailoba","L10632263","Song","Species","not publication cut","Streptocitta","Sturnidae","Streptocitta albertinae","Streptocitta albertinae","https://macaulaylibrary.org/asset/203903051","https://ebird.org/species/baemyn1","Streptocitta_albertinae-ML203903051.wav"
32736,"White-necked Myna","Arnoud B. van den Berg",1984,7,20,"ID-SL-ST","Lore Lindu NP--Dongi Dongi (900m asl)","L2981459","Call; Courtship, Display, or Copulation","Species","not publication cut","Streptocitta","Sturnidae","Streptocitta albicollis","Streptocitta albicollis","https://macaulaylibrary.org/asset/32736","https://ebird.org/species/whnmyn1","Streptocitta_albicollis-ML32736.wav"
5402,"Philippine Collared-Dove","Doug Pratt",1978,NA,6,"MP","4.0 km S of Saipan; Profile Beach",NA,"Call; Courtship, Display, or Copulation","Species","not publication cut","Streptopelia","Columbidae","Streptopelia dusumieri","Streptopelia dusumieri","https://macaulaylibrary.org/asset/5402","https://ebird.org/species/phicod1","Streptopelia_dusumieri-ML5402.wav"
163395,"Omani Owl","Arnoud B. van den Berg",2013,4,28,"OM-BA","Al Jabal al Akhdar; Al Ghubrah bowl",NA,"Song","Species","not publication cut","Strix","Strigidae","Strix butleri","Strix butleri","https://macaulaylibrary.org/asset/163395","https://ebird.org/species/omaowl1","Strix_butleri-ML163395.wav"
545053831,"Common Ostrich","Bird User",2022,6,9,"ZA-LP","Witvinger Nature Reserve","L12903593",NA,"Species","not publication cut","Struthio","Struthionidae","Struthio camelus","Struthio camelus","https://macaulaylibrary.org/asset/545053831","https://ebird.org/species/ostric2","Struthio_camelus-ML545053831.wav"
175064,"Philippine Drongo-Cuckoo","Ben F. King",1983,4,10,"PH","Island of Luzon; Maconacon",NA,NA,"Species","not publication cut","Surniculus","Cuculidae","Surniculus velutinus","Surniculus velutinus","https://macaulaylibrary.org/asset/175064","https://ebird.org/species/phidrc1","Surniculus_velutinus-ML175064.wav"
95201,"Dohrn's Thrush-Babbler","Linda Macaulay",1995,4,21,"ST-P","Santo Antonio",NA,"Foraging or Eating; Song","Species","not publication cut","Sylvia","Sylviidae","Sylvia dohrni","Sylvia dohrni","https://macaulaylibrary.org/asset/95201","https://ebird.org/species/dohthb1","Sylvia_dohrni-ML95201.wav"
20990,"Mountain Kingfisher","Dale A. Zimmerman",1979,8,5,"PG-MPL","MT. MISIM; NEAR WAU",NA,"Call","Species","not publication cut","Syma","Alcedinidae","Syma megarhyncha","Syma megarhyncha","https://macaulaylibrary.org/asset/20990","https://ebird.org/species/moukin1","Syma_megarhyncha-ML20990.wav"
65919,"Fan-tailed Monarch","Scott  Connop",1993,10,9,"PG","Tabubil",NA,"Song","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus axillaris","Symposiachrus axillaris","https://macaulaylibrary.org/asset/65919","https://ebird.org/species/blamon1","Symposiachrus_axillaris-ML65919.wav"
202603,"Black-and-white Monarch","Mark Robbins",2014,10,18,"SB-CH","Sarelata",NA,"Song","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus barbatus","Symposiachrus barbatus","https://macaulaylibrary.org/asset/202603","https://ebird.org/species/bawmon1","Symposiachrus_barbatus-ML202603.wav"
247248,"Kolombangara Monarch","Niels Krabbe",2006,12,15,"SB-WE","Ranongga",NA,"Call","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus browni","Symposiachrus browni","https://macaulaylibrary.org/asset/247248","https://ebird.org/species/kulmon1","Symposiachrus_browni-ML247248.wav"
65958,"Spot-winged Monarch","Scott  Connop",1993,10,16,"PG-CPM","Varirata National Park","L2398903","Call","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus guttula","Symposiachrus guttula","https://macaulaylibrary.org/asset/65958","https://ebird.org/species/spwmon1","Symposiachrus_guttula-ML65958.wav"
509400521,"Black-tipped Monarch","Larry Chen",2022,9,28,"ID-MA-MA","Namsina, Kabupaten Buru ID-Maluku -3.05992, 126.78734","L21031858",NA,"Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus loricatus","Symposiachrus loricatus","https://macaulaylibrary.org/asset/509400521","https://ebird.org/species/bltmon2","Symposiachrus_loricatus-ML509400521.wav"
203983521,"Hooded Monarch","Phil Gregory | Sicklebill Safaris | www.birder.travel",2010,7,19,"PG-ESW","Karawari Lodge (-4.4402, 143.433)","L10593417","Call","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus manadensis","Symposiachrus manadensis","https://macaulaylibrary.org/asset/203983521","https://ebird.org/species/hoomon1","Symposiachrus_manadensis-ML203983521.wav"
182847,"White-breasted Monarch","Benjamin Freeman",2013,1,6,"PG-NIK","Mussau Island",NA,NA,"Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus menckei","Symposiachrus menckei","https://macaulaylibrary.org/asset/182847","https://ebird.org/species/whbmon1","Symposiachrus_menckei-ML182847.wav"
203925811,"Black-bibbed Monarch","Josep del Hoyo",2011,11,3,"ID-MA-MA","Yamdena (-7.8389, 131.353)","L10633948","Song","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus mundus","Symposiachrus mundus","https://macaulaylibrary.org/asset/203925811","https://ebird.org/species/blbmon2","Symposiachrus_mundus-ML203925811.wav"
153549941,"Flores Monarch","Allen Chartier",1997,8,11,"ID-NU-NT","Puarlolo","L3067357","Call; Song","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus sacerdotum","Symposiachrus sacerdotum","https://macaulaylibrary.org/asset/153549941","https://ebird.org/species/flomon1","Symposiachrus_sacerdotum-ML153549941.wav"
247160,"White-collared Monarch","Niels Krabbe",2006,12,6,"SB-MK","lower Baranaigasi Ridge, Makira",NA,"Call","Species","not publication cut","Symposiachrus","Monarchidae","Symposiachrus vidua","Symposiachrus vidua","https://macaulaylibrary.org/asset/247160","https://ebird.org/species/whcmon2","Symposiachrus_vidua-ML247160.wav"
189779,"Reeves's Pheasant","Roger McNeill",2013,3,24,"CN-41","Luoshan County; Dabie Mountain; Dongzhai National Nature Reserve",NA,"Call; Flying; Non-vocal","Species","not publication cut","Syrmaticus","Phasianidae","Syrmaticus reevesii","Syrmaticus reevesii","https://macaulaylibrary.org/asset/189779","https://ebird.org/species/reephe1","Syrmaticus_reevesii-ML189779.wav"
82092,"Pygmy Palm Swift","Thomas P. Ryan",2002,8,24,"VE-L","E Hosteleria El Vigia",NA,"Call; Flying","Species","not publication cut","Tachornis","Apodidae","Tachornis furcata","Tachornis furcata","https://macaulaylibrary.org/asset/82092","https://ebird.org/species/pygswi1","Tachornis_furcata-ML82092.wav"
20959,"Yellow-legged Brushturkey","Dale A. Zimmerman",1979,7,30,"PG-CPM","Variata National Park",NA,"Song","Species","not publication cut","Talegalla","Megapodiidae","Talegalla fuscirostris","Talegalla fuscirostris","https://macaulaylibrary.org/asset/20959","https://ebird.org/species/bkbbrt1","Talegalla_fuscirostris-ML20959.wav"
22773,"Red-legged Brushturkey","Thane Pratt",1974,NA,NA,"PG-MPL","12.0 km N of Lae.",NA,"Call","Species","not publication cut","Talegalla","Megapodiidae","Talegalla jobiensis","Talegalla jobiensis","https://macaulaylibrary.org/asset/22773","https://ebird.org/species/bncbrt1","Talegalla_jobiensis-ML22773.wav"
125195651,"Black-lored Parrot","Simon Mitchell",NA,NA,NA,"ID-MA-MA",NA,NA,"Flight Call","Species","not publication cut","Tanygnathus","Psittaculidae","Tanygnathus gramineus","Tanygnathus gramineus","https://macaulaylibrary.org/asset/125195651","https://ebird.org/species/bllpar1","Tanygnathus_gramineus-ML125195651.wav"
518072,"Great-billed Parrot","Lucas DeCicco",2016,1,6,"ID-MA","Seram Island, Sawai, <1km east of town",NA,"Call; Flying","Species","not publication cut","Tanygnathus","Psittaculidae","Tanygnathus megalorynchos","Tanygnathus megalorynchos","https://macaulaylibrary.org/asset/518072","https://ebird.org/species/grbpar1","Tanygnathus_megalorynchos-ML518072.wav"
32770,"Azure-rumped Parrot","Arnoud B. van den Berg",1984,7,21,"ID-SL-ST","Lore Lindu NP--Dongi Dongi (900m asl)","L2981459","Call; Song","Species","not publication cut","Tanygnathus","Psittaculidae","Tanygnathus sumatranus","Tanygnathus sumatranus","https://macaulaylibrary.org/asset/32770","https://ebird.org/species/azrpar1","Tanygnathus_sumatranus-ML32770.wav"
203936581,"Numfor Paradise-Kingfisher","Jonathan WYPLOSZ",2010,8,4,"ID-IJ-PA","Numfor Island (-0.986, 134.887)","L10610223","Song","Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera carolinae","Tanysiptera carolinae","https://macaulaylibrary.org/asset/203936581","https://ebird.org/species/nupkin1","Tanysiptera_carolinae-ML203936581.wav"
247306,"Brown-headed Paradise-Kingfisher","Niels Krabbe",2006,12,23,"PG-NCD","Varirata National Park",NA,"Song","Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera danae","Tanysiptera danae","https://macaulaylibrary.org/asset/247306","https://ebird.org/species/bhpkin1","Tanysiptera_danae-ML247306.wav"
203902901,"Kofiau Paradise-Kingfisher","Josep del Hoyo",2017,3,15,"ID-IJ-PB","Awat, Kofiau (Restricted Access)","L6524658","Song","Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera ellioti","Tanysiptera ellioti","https://macaulaylibrary.org/asset/203902901","https://ebird.org/species/kopkin1","Tanysiptera_ellioti-ML203902901.wav"
21203,"Common Paradise-Kingfisher","Dale A. Zimmerman",1979,8,9,"PG-WBK","30.0 km W of Hoskins",NA,"Song","Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera galatea","Tanysiptera galatea","https://macaulaylibrary.org/asset/21203","https://ebird.org/species/copkin1","Tanysiptera_galatea-ML21203.wav"
203999501,"Red-breasted Paradise-Kingfisher","Hervé JACOB",2017,11,3,"ID-IJ-PB","Malagufuk","L7758618","Call","Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera nympha","Tanysiptera nympha","https://macaulaylibrary.org/asset/203999501","https://ebird.org/species/rbpkin1","Tanysiptera_nympha-ML203999501.wav"
203983491,"Biak Paradise-Kingfisher","Phil Gregory | Sicklebill Safaris | www.birder.travel",2015,6,4,"ID-IJ-PA","Biak (Schouten) Islands (-1.1315, 136.198)","L10552361",NA,"Species","not publication cut","Tanysiptera","Alcedinidae","Tanysiptera riedelii","Tanysiptera riedelii","https://macaulaylibrary.org/asset/203983491","https://ebird.org/species/bipkin1","Tanysiptera_riedelii-ML203983491.wav"
166183071,"Prince Ruspoli's Turaco","Brian Henderson",2018,12,2,"ET-OR","Ethiopia Rte. C83 (5.906, 39.525)","L8242493","Song","Species","not publication cut","Tauraco","Musophagidae","Tauraco ruspolii","Tauraco ruspolii","https://macaulaylibrary.org/asset/166183071","https://ebird.org/species/prrtur1","Tauraco_ruspolii-ML166183071.wav"
459789531,"Sao Tome Paradise-Flycatcher","Eduardo Realinho",2022,6,7,"ST-S","PN Obô de São Tomé--Lagoa Amélia trail","L943918","Call","Species","not publication cut","Terpsiphone","Monarchidae","Terpsiphone atrochalybeia","Terpsiphone atrochalybeia","https://macaulaylibrary.org/asset/459789531","https://ebird.org/species/stpfly1","Terpsiphone_atrochalybeia-ML459789531.wav"
399012661,"Bates's Paradise-Flycatcher","Ken Behrens",2021,8,26,"AO-CNO","Tombinga (ANGOLA BIRDING ROUTE)","L17148518",NA,"Species","not publication cut","Terpsiphone","Monarchidae","Terpsiphone batesi","Terpsiphone batesi","https://macaulaylibrary.org/asset/399012661","https://ebird.org/species/batpaf1","Terpsiphone_batesi-ML399012661.wav"
58695,"Mascarene Paradise-Flycatcher","Jennifer F. M. Horne",1974,12,12,"RE","St. Denis; trail to Dos D'Ane/Plaine d'Affouches; Reunion Island",NA,"Call","Species","not publication cut","Terpsiphone","Monarchidae","Terpsiphone bourbonnensis","Terpsiphone bourbonnensis","https://macaulaylibrary.org/asset/58695","https://ebird.org/species/mapfly2","Terpsiphone_bourbonnensis-ML58695.wav"
18550,"Rufous Paradise-Flycatcher","Robert S. Kennedy",1978,5,29,"PH-NCO","Magpet; Kiandang; Mindanao",NA,"Song","Species","not publication cut","Terpsiphone","Monarchidae","Terpsiphone cinnamomea","Terpsiphone cinnamomea","https://macaulaylibrary.org/asset/18550","https://ebird.org/species/rupfly1","Terpsiphone_cinnamomea-ML18550.wav"
